tweet,hashtags
"Kindly go for Samsung M30s, Nokia 6.1 plus or 7.1, Motorola, don't go for Chindi Chinese brands like Redmi, OPPO, Vivo, Realme etc. If you can adds few more bucks, get I Phone 7 for her. But I again reiterate don't go for cheap Chinese tech!",
Cheap Phones!!Why Pay More When We Can Make You Pay Less? SAMSUNG A10 $165 A10s $180 A20 $195 A30 $230 A50 $305 NOKIA 6.1 plus $190 5.1 plus $160 3.1 $130 2.1 $95 Huawei P20 lite $250 Y9 Prime $250 Call or whatsap 0772 422 788 #FreeDoorToDoorDeliveries,#FreeDoorToDoorDeliveries
[Price Update : 26/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 plus. 4GB RAM/ 64GB storage. Price 8999/-,
@NokiaMobile pic on nokia 6.1 plus ,
"Nokia 6.1 Plus, very good phone, really smart, i hope this will be perfect choice Price 9999 INR",
Nokia.... I'm using Nokia 6.1 plus and it's amazing,
[Price Update : 26/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 plus,
"""Fairy lights on winter night"" Christmas eve it was Shot on Nokia 6.1 Plus @NokiaMobile @NokiamobileIN @sarvikas",
@NokiaMobile how about nokia 6.1 plus?,
"Nokia 6.1 Plus (Blue, 64 GB)(4 GB RAM) https://www.breakmyprice.com/nokia-6-1-plus-blue-64-gb4-gb-ram/?feed_id=79156&amp;_unique_id=5e040e0ccb716",
"La camera du Nokia 6.1 est...bof en basse luminosité. Vu qu'elle supporte l'API camera2, on peut sélectionner une durée d'exp. manuelle, sauf que si on prend plus d'1s, il y à vraiment beaucoup de bruit... Cette photo en est un bon exemple, car elle est floue, mais le bruit, non ",
"nokia definitely after launching two good phones in 2018 ( nokia 5.1 plus and nokia 6.1 plus) expectation was even more from nokia to bring good device , but in 2019 nokia disappointed us with overpriced smartphone , obsolete hardware ",
@nokia @NokiaIndia I'm himadri sinha. I'm a loyal customer of nokia since very long ago. Im complaining about my nokia 6.1 plus regarding. As nokia promised i'm suppose to get security patches update for 3 years. So i bought the nokia 6.1 plus on december 2018..,
"Hi Danish, we regret the kind of experience you had. We request you to visit the nearest Nokia Care here: https://nokiaphon.es/Care-Locator and get your Nokia 6.1 Plus checked.",
 NOKIA NOKIA 3 NOKIA 5 NOKIA 6 NOKIA 8. NOKIA 9 NOKIA 7 Plus NOKIA 6.1 Plus (X6),
"@NokiaMobile the last update for nokia 6.1 plus, dated 01 November 2019, is creating too much problem in the phone. After this update the phone started hanging again and again.. ""system UI not responding"" comes every time. Battery also got discharging quickly.",
#Nokia for not letting boot loader unlock . In effective force one to upgrade phones after support period. For breaking play service certificate on all #nokia 6.1 plus devices sent to service center.,#Nokia #nokia
perasaan gue doang apa emang kamera nokia 6.1 plus di nerf? alias diturunin kualitasnyq,
"Nokia 6.1 Plus Dual Sim 5.8 inches Display 4gb ram 64gb rom 16mp + 5mp depth sensor main cameras and 16mp selfie camera 18w Type C charging and 3060mAh battery for Tsh 400,000 only. For more details Please leave… https://www.instagram.com/p/B6fzqMYgxeP/?igshid=1pjlp1jiekn4j",
[Price Update : 25/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Shot by me with Nokia 6.1 Plus #ShotOnNokia,#ShotOnNokia
@NokiaMobile @NokiamobileIN @nokia Merry Christmas . My Nokia 6.1 plus phone isn't charging properly . Plz help,
"@FaibaJTL Good afternoon, i have a nokia 6.1 TA - 1083 plus with a november 2019 security update for Android 9. Unable to use you sim card, phone displays no service. Called customer care they insisted i do an upgrade.. anything i am missing? Kindly assist.",
"Nokia 6.1 ,nokia 7 plus ,6.1 plus three models same time roll out next month mid or end",
Yes @NokiamobileIN @nokia @sarvikas please give the beta update atleast for nokia 6.1 plus. ,
What about Nokia 6.1 plus December month security patch update and android 10 update!,
My Nokia 6.1 plus was stuck in Download Mode. The fastboot method described here https://www.techmesto.com/possible-fix-nokia-smartphone-stuck-on-download-mode-after-ota-update/ worked for me. Had to go for fastboot --set-active. Two changes: USB drivers mentioned here didn't install for me. So googled and installed the drivers from another site,
@nokia is that any proper mobile service centre in TIRUNELVELI apart from smart solution. Very worst customer approach in smart solution. Any Nokia service dealer can you please help me to resolve my problem. Nokia 6.1 plus with warranty.( 9789786865).,
Please announce android 10 update for Nokia 6.1 plus as a Christmas Gift! And wish you and family a happy Christmas !,
Yaaaasss!!! Nokia 6.1 plus @nokia @NokiaMobile @nokianesia #nokiamobile #Nokia ,#nokiamobile #Nokia
And what about Nokia 6.1 Plus !,
@NokiamobileIN I am not getting monthly security patch updates since August for my nokia 6.1 plus device What about your 3 years regular monthly patch updates,
[Price Update : 25/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 25/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
So it means my iphone 5s is better then yours as my dp is taken by it while i have also taken a photo by nokia 6.1 plus,
[Price Update : 25/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Hi Arpan, the Android™ 10 update for your Nokia 6.1 Plus will be rolled out between Q4 2019 &amp; Q1 2020.",
Waiting for Android 10 on Nokia 6.1 Plus! Merry Christmas! Hohoho!,
@NokiamobileIN when android 10 is coming to my nokia 6.1 plus I can't wait to use it please tell me the exact date or something,
Nokia 6.1 plus??,
No i am not getting all the benifits. Where is my 20GB extra data which was provided from HBO offer with nokia 6.1 plus.,
"@NokiaMobile same again charge port gone(Nokia 6.1 plus), tirunelveli service centre is not responding properly to the customers. Horrible answers from the service centre persons. For this charge port theya re asking mobile for 20 days. I want solution call me ( 9789786865).",
#Nokia 6.1 Plus to be Won !Play the @indiabet #IBNewYear2020 #Giveaway here https://woobox.com/zfdn4j #ContestAlert #Free #Gaming #MobileGames @VHetal @Mercy_ness @divya_badlani @DivzArjun @FLYINMINI @Deepaadhan3 @Deejaysaikumar @pank_10 @HarpreetS95 @hellolalit,#Nokia #IBNewYear2020 #Giveaway #ContestAlert #Free #Gaming #MobileGames
Where is update for nokia 6.1 plus. Tired of waiting.,
Cheap Phones!!Why Pay More When We Can Make You Pay Less? SAMSUNG A10 $165 A10s $180 A20 $195 A30 $230 A50 $305 NOKIA 6.1 plus $190 5.1 plus $160 3.1 $130 2.1 $95 Huawei P20 lite $250 Y9 Prime $250 Call or whatsap 0772 422 788 #FreeDoorToDoorDeliveries,#FreeDoorToDoorDeliveries
[Price Update : 24/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
@NokiamobileIN there should be android 10 Beta Lab programme for Nokia 6.1 plus like last year was for android 9. ,
"Nokia 6.1 Plus (Black, 64 GB)(4 GB RAM) https://www.breakmyprice.com/nokia-6-1-plus-black-64-gb4-gb-ram-6/?feed_id=76921&amp;_unique_id=5e01c7390c534",
C &amp; C Nokia 6.1 Plus Premium Quality Back Cover With OTG https://www.breakmyprice.com/c-c-nokia-6-1-plus-premium-quality-back-cover-with-otg/?feed_id=76876&amp;_unique_id=5e01ba43b4b2e,
[Price Update : 24/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 plus belum ada ya min? Apa sekalian update android 10 awal bulan depan?,
"Charging Charger Cable Cord for Samsung Galaxy A50 A70 A40 A80 A20E A30 S10E S10 S10 Plus S11 S11E S11+ 5G A51 A71,LG G8 V40 G7 V50 Thinq,Nokia 7.1 6.1,USB Type C Fast Charge Phone Wire 3FT 6FT 6 FT http://benrobotdegilim.com/2019/12/24/charging-charger-cable-cord-for-samsung-galaxy-a50-a70-a40-a80-a20e-a30-s10e-s10-s10-plus-s11-s11e-s11-5g-a51-a71lg-g8-v40-g7-v50-thinqnokia-7-1-6-1usb-type-c-fast-charge-phone-wire-3ft-6ft-6-ft/",
Sunrise with Nokia 6.1 plus + Snapseed.... Not the best Nokia camera but it's also not the worst... @NokiaMobile @nokia @googlesnapseed @ZEISSLenses,
@amazonIN Nokia 6.1 Plus is available at ₹8999 in @Flipkart but in Amazon it is available at ₹10500 something. How!!!,
"Bring Android 10 on @nokia 6.1 plus now, pal!!",
#MyNjaanuarySolution Nokia X6 (6.1 Plus),#MyNjaanuarySolution
Nokia 6.1 plus with Google camera can take some of the best pictures at the price range,
@Flipkart Unable to get 10% discount in Nokia 6.1 Plus. Can you check?,
"No soy Pro Android, pero espero te ayude. Actualmente es complicado conseguir un celular así, pero no es imposible, estan entre estos (lo mas cercano a la gama media) El moto G7 Play (5.7""), Nokia 5.1 Plus (5.8"" salio a finales del 2018) y Nokia 6.1 (5.8""). ",
"low-light performance sucks ,but thank god Google camera improves performance though. Front camera isnt that good. If you're non gamer and if just a day to day social media user 3i should be fine. Nokia 6.1 plus sucks at battery life .",
"I own a realme 3i my friend owns a nokia 6.1 plus ¯\_(ツ)_/¯ stop believing in benchmark all-time 3i has slow touch response problem and while playing games like COD it gets worse . Pictures from rear camera looks good at normal lighting,zooming in pics look too grainy .",
Nokia 6.1 plus is available for 9k on flipkart,
"Hi! If you're experiencing problems with your Nokia 6.1 Plus, please head over to @NokiaMobile and let them know. As the home of Nokia phones they have all the latest information about your device and should be able to assist you! Hope this helps!",
Cheap Phones!!Why Pay More When We Can Make You Pay Less? SAMSUNG A10 $165 A10s $180 A20 $195 A30 $230 A50 $305 NOKIA 6.1 plus $190 5.1 plus $160 3.1 $130 2.1 $95 Huawei P20 lite $250 Y9 Prime $250 Call or whatsap 0772 422 788 #FreeDoorToDoorDeliveries,#FreeDoorToDoorDeliveries
"Nokia 6.1 plus, dom jakarta, wml. Semoga lancar julannya kakkk",
"Just 1 month past the warranty and my Nokia 6.1 Plus vibrator stopped working...do you have something to say on this, please? Quality?? ",
"Just 1 month past the warranty and my Nokia 6.1 Plus vibrator stopped working...do you have something to say on this, please? Quality?? ",
"Nokia X6 (6.1 Plus Ksh..16000 (4 GB RAM, 64GB ROM) Android 8.1 Oreo, (16MP+5MP) + 16MP,Dual SIM 4G LTE Call us on 0720508266 https://www.instagram.com/p/B6Z5w2UhHE5/?igshid=1r55t356mvtyp",
Shot on Nokia 6.1 plus @NokiaMobile @nokia @NokiamobileIN,
"Realme 3i for battery. Nokia 6.1 plus for camera, performance, display, software experience.",
"Nokia 6.1 Plus (Black, 64 GB)(4 GB RAM) https://www.breakmyprice.com/nokia-6-1-plus-black-64-gb4-gb-ram-5/?feed_id=75301&amp;_unique_id=5e00261f9ecdd",
"UNBOXING NOKIA 6.1 PLUS LAYAR 5.7 INCH, easy to hold. ",
[Price Update : 23/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 23/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 Plus 6 GB 64 GB Blue https://www.breakmyprice.com/nokia-6-1-plus-6-gb-64-gb-blue-3/?feed_id=75256&amp;_unique_id=5e0017d01ec05,
"Un Nokia 6.1 (2018). Que j'ai eu à un prix bien inférieur à la normale, j'aurais jamais mis 300€, ni même 200€ dans un téléphone. Et même au prix auquel je l'ai eu, je regrette l'achat. Mais...j'expliquerais en détail plus tard.",
Ads are keep opening up in chrome and google play for every 2 minutes in my mobile(nokia 6.1 plus). what is happening @NokiaMobile @nokia ?,
[Price Update : 23/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nokia 6.1 Plus &amp; Nokia 4.2,
nokia 6.1 plus honor 10 lite,
Nokia 6.1 Plus,
Nokia 6.1 plus sucssesor,
silicone cover phone case for Nokia 5 3 6 6.1 7 PLUS 8 9 /Nokia 6.1 6 2018... https://www.bloglovin.com/blogs/heathers-treasure-11912623/silicone-cover-phone-case-for-nokia-5-3-6-7248889711 on @bloglovin,
"Shot on Nokia 6.1 plus, the best android phone,I ever use @NokiaMobile @nokia @NokiamobileIN",
@nokia fastly give Android ten update to nokia 6.1 plus,
When Android 10 arrives on Nokia 6.1 plus please,
Nokia 6.1 plus,
"Hi Niranjan, the Android™ 10 update will be rolled out soon on Nokia 6.1 Plus. You can expect the update by Q1 2020.",
@NokiaMobile When will the Android 10 update come to Nokia 6.1 plus?,
[Price Update : 22/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
Nungguin Android 10 di Nokia 6.1 plus lama bener boskuh @NokiaMobile,
Nokia 6.1 Plus will have a security patch update this month (December) or will it get updated to android 10?,
[Price Update : 22/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Massive discounts: Nokia 7.2 6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus prices touch new lows in India https://nokiapoweruser.com/massive-discounts-nokia-7-2-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-prices-touch-new-lows-in-india/",
"Massive discounts: Nokia 7.2 6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus prices touch new lows in India https://nokiapoweruser.com/massive-discounts-nokia-7-2-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-prices-touch-new-lows-in-india/",
"Massive discounts: Nokia 7.2 6GB RAM, Nokia 6.2, 4.2, 7.1, 6.1 Plus &amp; 5.1 Plus prices touch new lows in India https://nokiapoweruser.com/massive-discounts-nokia-7-2-6gb-ram-nokia-6-2-4-2-7-1-6-1-plus-5-1-plus-prices-touch-new-lows-in-india/",
[Price Update : 22/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
[Price Update : 21/12/2019] Lowest Price update for Nokia 6.1 Plus (Nokia X6). Click here to find more dealers and their prices for this device.https://www.phoneprice.lk/phones/view/nokia-61-plus-nokia-x6 #phonePriceSriLanka,#phonePriceSriLanka
"Lucky, the Nokia 6.1 plus didn't get the update",
"Nokia 6.1 Plus 5.8″ 4GB, 64GB 16MP/5MP DUAL CAMERA 16MP FRONT CAMERA, Dual Sim, 4G – black – Jumia Kenya https://www.dealogenic.com/product/nokia-6-1-plus-5-8-4gb-64gb-16mp-5mp-dual-camera-16mp-front-camera-dual-sim-4g-black-jumia-kenya/",
